variant,scenario,algorithm,distance_km,wait_min,probability_of_delay,reserved_parallel,reservation_starts,price_pence_per_kwh,runtime_ms,reservation_accepted,load_multiplier,lambda_multiplier,top_k_sampled,weights_distance,weights_wait,weights_cost,battery_level_percent,battery_capacity_kwh
baseline_equal,urban,queue_aware,0.825,0.020629190304280558,0.0018050541516245488,1,0,55.0,2.127041996573098,1,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,24.171265854213274,40.0
baseline_equal,urban,static_queue,0.825,0.00156000156000156,0.0001755001755001755,0,0,55.0,1.5323019979405217,1,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,24.171265854213274,40.0
baseline_equal,urban,dijkstra,2.3124000000000002,40.0,0.5,0,0,55.0,51.37602999457158,0,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,24.171265854213274,40.0
baseline_equal,urban,range_aware,2.781,5.002061109666476e-25,2.438504790962407e-25,0,0,55.0,1.6100069988169707,1,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,24.171265854213274,40.0
baseline_equal,urban,nearest,0.5334,0.00156000156000156,0.0001755001755001755,0,0,55.0,0.705446997017134,1,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,26.560545591985775,40.0
baseline_equal,urban,cost_optimized,0.5334,0.00156000156000156,0.0001755001755001755,0,0,55.0,1.5354019997175783,1,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,26.560545591985775,40.0
baseline_equal,urban,queue_aware,0.5334,0.020629190304280558,0.0018050541516245488,1,0,55.0,1.7977200041059405,1,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,26.560545591985775,40.0
baseline_equal,urban,static_queue,0.5334,0.00156000156000156,0.0001755001755001755,0,0,55.0,1.4076939987717196,1,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,26.560545591985775,40.0
baseline_equal,urban,dijkstra,1.51,40.0,0.5,0,0,55.0,60.50513999798568,0,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,26.560545591985775,40.0
baseline_equal,urban,range_aware,3.2363000000000004,5.002061109666476e-25,2.438504790962407e-25,0,0,55.0,1.5700040021329187,1,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,26.560545591985775,40.0
baseline_equal,urban,nearest,0.038200000000000005,40.0,0.5,0,0,55.0,0.7114480031304993,0,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,25.743239133402284,40.0
baseline_equal,urban,cost_optimized,0.31289999999999996,0.020629190304280558,0.0018050541516245488,0,0,55.0,1.6783120008767582,1,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,25.743239133402284,40.0
baseline_equal,urban,queue_aware,0.31289999999999996,0.24242424242424243,0.015151515151515152,1,0,55.0,1.8745249981293455,1,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,25.743239133402284,40.0
baseline_equal,urban,static_queue,0.31289999999999996,0.020629190304280558,0.0018050541516245488,0,0,55.0,1.4020929957041517,1,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,25.743239133402284,40.0
baseline_equal,urban,dijkstra,0.038200000000000005,40.0,0.5,0,0,55.0,48.57374299899675,0,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,25.743239133402284,40.0
baseline_equal,urban,range_aware,2.2158,5.002061109666476e-25,2.438504790962407e-25,0,0,55.0,1.5095009948709048,1,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,25.743239133402284,40.0
baseline_equal,urban,nearest,0.4273,40.0,0.5,0,0,55.0,1.3715919994865544,0,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,14.620897240442437,40.0
baseline_equal,urban,cost_optimized,0.6961,2.6666666666666665,0.09999999999999999,0,0,55.0,2.281453002069611,1,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,14.620897240442437,40.0
baseline_equal,urban,queue_aware,1.1719000000000002,3.956997871409991e-14,1.2365618348156221e-14,0,0,55.0,1.812921000237111,1,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,14.620897240442437,40.0
baseline_equal,urban,static_queue,0.9796,0.24242424242424243,0.015151515151515152,0,0,55.0,1.7057139993994497,1,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,14.620897240442437,40.0
baseline_equal,urban,dijkstra,0.4273,40.0,0.5,0,0,55.0,45.71855299582239,0,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,14.620897240442437,40.0
baseline_equal,urban,range_aware,3.2925999999999997,5.002061109666476e-25,2.438504790962407e-25,0,0,55.0,1.5447030018549412,1,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,14.620897240442437,40.0
baseline_equal,urban,nearest,1.3456,0.020629190304280558,0.0018050541516245488,0,0,55.0,0.7067479964462109,1,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,8.537358529990179,40.0
baseline_equal,urban,cost_optimized,1.3456,0.020629190304280558,0.0018050541516245488,0,0,55.0,1.5980059979483485,1,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,8.537358529990179,40.0
