variant,scenario,algorithm,distance_mean,distance_ci_low,distance_ci_high,wait_mean,wait_ci_low,wait_ci_high,pdelay_mean,pdelay_ci_low,pdelay_ci_high,runtime_ms_mean,reservation_accept_rate,fairness_jain,reservation_rejection_rate,load_multiplier,top_k_sampled,weights_distance,weights_wait,weights_cost
baseline_equal,mixed,range_aware,5.101426,4.7616678,5.441585899999999,1.1870993619081974e-15,5.002061109666477e-25,2.7698985104521863e-15,3.7096855068122173e-16,2.4385047909624074e-25,8.655932845977165e-16,1.6876508198765805,1.0,0.0035158826482753,0.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
baseline_equal,mixed,static_queue,2.819236,2.50671175,3.1688089500000003,0.09977066032438535,0.07718718666421823,0.12214844427211075,0.006427345044658569,0.005216700768643855,0.007685251524205921,1.6280622396880062,1.0,0.0286937459111412,0.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
baseline_equal,urban,cost_optimized,0.7991760000000001,0.692861725,0.9018701000000001,0.7113610402896792,0.48262196985606615,0.9315801865664998,0.02800367067791462,0.019389346644117917,0.03621701603221482,1.9204988995625172,0.96,0.0478505531523944,0.04,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
baseline_equal,urban,dijkstra,0.809641,0.698541875,0.92208445,21.101705428193917,17.531370473527307,24.94119932882625,0.2816117887288609,0.2363157425335927,0.32740513602918203,58.15033975930419,0.7,0.0890123193049918,0.3,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
baseline_equal,urban,nearest,0.5957739999999999,0.49196187499999994,0.7020940499999999,22.488197009681716,18.62133955783143,26.271442059563224,0.29359724944614973,0.24782808948190313,0.3407060366539695,0.874684900190914,0.66,0.0773658476202265,0.34,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
baseline_equal,urban,queue_aware,1.081322,0.9586391249999999,1.212806575,0.09075187550027525,0.06896314496239189,0.11293111413669961,0.005822826504749408,0.004460682701320058,0.0072483012401377495,2.3141985999245662,1.0,0.0461178033167924,0.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
baseline_equal,urban,range_aware,3.0214689999999997,2.7944917250000003,3.2382552000000002,5.002061109666477e-25,5.002061109666477e-25,5.002061109666477e-25,2.4385047909624074e-25,2.4385047909624074e-25,2.4385047909624074e-25,2.0245427603367716,1.0,0.0033112582781456,0.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
baseline_equal,urban,static_queue,0.9484609999999999,0.8529004750000001,1.0496037749999998,0.058897237724882735,0.042524197209089135,0.07793807040338414,0.003943937633813389,0.0028526722934791955,0.005056423523714277,1.7226058696542168,0.98,0.0339964915620707,0.02,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
distance_priority,highway,cost_optimized,7.261978,6.333673375,8.180852125000001,1.4570220919414039,1.186342225939712,1.7178139874537366,0.05512585792208514,0.045518548600471456,0.06451044886148082,1.6823677501815837,0.85,0.0134713518232127,0.15,1.0,1,0.7,0.2,0.1
distance_priority,highway,dijkstra,7.490780999999999,6.5491148500000005,8.4271153,21.113758779042687,17.18693209850643,25.00407993084093,0.2729690493614076,0.23074406372552755,0.31921084669362104,50.621715130328084,0.69,0.0290971729186792,0.31,1.0,1,0.7,0.2,0.1
distance_priority,highway,nearest,7.241752,6.24560715,8.181340125,4.172172559448151,2.446934774767323,6.276382838458081,0.08682268340075552,0.06479993032162365,0.11448733737065704,0.7655513301870087,0.75,0.0142236180332718,0.25,1.0,1,0.7,0.2,0.1
distance_priority,highway,queue_aware,7.565937,6.683780125,8.535632750000001,0.01302019796809011,0.003673371903023154,0.023125686337552336,0.0008383949460175452,0.00024809701061097105,0.0015927526830111158,1.9923354499042034,1.0,0.0081477811962246,0.0,1.0,1,0.7,0.2,0.1
distance_priority,highway,range_aware,9.759390999999999,8.753870899999999,10.697330175,5.064080378365315e-11,2.1703201621565914e-11,8.681280648626214e-11,1.2027190898617734e-11,3.4363402567480987e-12,2.0618041540487382e-11,1.6431222600658657,1.0,0.0038069191516965,0.0,1.0,1,0.7,0.2,0.1
distance_priority,highway,static_queue,7.5381599999999995,6.555736475,8.463004625000002,0.020632849126221077,0.00851061560286832,0.033166667197923785,0.0013205894477278574,0.0006344534733520934,0.002229684495467632,1.519964040708146,1.0,0.0091724606042817,0.0,1.0,1,0.7,0.2,0.1
distance_priority,mixed,cost_optimized,2.890154999999999,2.5986099499999997,3.2024824999999995,1.242139812991707,0.9835362248129423,1.4957750233188873,0.048444809728637316,0.03955000820479178,0.05678612843233773,1.6907704800541978,0.88,0.0406788486258684,0.12,1.0,1,0.7,0.2,0.1
distance_priority,mixed,dijkstra,2.9460840000000004,2.6298038000000004,3.26763885,17.899470836698093,14.111224577869791,21.93728270139091,0.24214309281905114,0.19727764924611194,0.28624272783538307,51.09259643999394,0.62,0.0462466239964482,0.38,1.0,1,0.7,0.2,0.1
distance_priority,mixed,nearest,2.7860329999999998,2.45737685,3.0818387000000005,14.99259787144264,11.504621001140857,18.544692265616455,0.213125041023958,0.1724728257302264,0.2579091893665901,0.7727399002760649,0.65,0.0405791455655109,0.35,1.0,1,0.7,0.2,0.1
